id;id_fantoir;numero;rep;nom_voie;code_postal;code_insee;nom_commune;code_insee_ancienne_commune;nom_ancienne_commune;x;y;lon;lat;alias;nom_ld;libelle_acheminement;nom_afnor;source_position;source_nom_voie
51001_ymq7cl_05000;;5000;;L’Enclos;51240;51001;Ablancourt;;;811245.89;6858008.45;4.514966;48.812541;;;ABLANCOURT;L ENCLOS;inconnue;inconnue
51001004700001;510010047;1;;Rue Perrot d’Ablancourt;51240;51001;Ablancourt;;;811727.28;6858324.99;4.521603;48.815304;;;ABLANCOURT;RUE PERROT D ABLANCOURT;inconnue;inconnue
51001001100002;510010011;2;;Rue de la Chaussée;51240;51001;Ablancourt;;;811697.21;6858440.85;4.521224;48.816351;;;ABLANCOURT;RUE DE LA CHAUSSEE;inconnue;inconnue
51001004100001;510010041;1;;Rue Neuve;51240;51001;Ablancourt;;;811754.73;6858276.36;4.521964;48.814862;;;ABLANCOURT;RUE NEUVE;inconnue;inconnue
51001005600001;510010056;1;;Rue des Tuilots;51240;51001;Ablancourt;;;811761.48;6858306.85;4.522064;48.815135;;;ABLANCOURT;RUE DES TUILOTS;inconnue;inconnue
51001000500001;510010005;1;;Rue de la Bouffanaise;51240;51001;Ablancourt;;;811749.76;6858156.6;4.521865;48.813786;;;ABLANCOURT;RUE DE LA BOUFFANAISE;inconnue;inconnue
51001001300001;510010013;1;;Rue de la Croix;51240;51001;Ablancourt;;;811878.71;6858519.53;4.523716;48.817027;;;ABLANCOURT;RUE DE LA CROIX;inconnue;inconnue
51001003500001;510010035;1;;Rue Michelet;51240;51001;Ablancourt;;;811777.14;6857776.9;4.522138;48.810367;;;ABLANCOURT;RUE MICHELET;inconnue;inconnue
51004_rk6pxt_00001;;1;;Le Château;51260;51004;Allemanche-Launay-et-Soyer;;;758072.38;6833269.05;3.78755;48.597019;;;ALLEMANCHE-LAUNAY-ET-SOYER;LE CHATEAU;inconnue;inconnue
51004_exkkql_00001;;1;;La Saussaie;51260;51004;Allemanche-Launay-et-Soyer;;;757580.18;6835799.77;3.781215;48.619826;;;ALLEMANCHE-LAUNAY-ET-SOYER;LA SAUSSAIE;inconnue;inconnue
51004_tu8zzj_00001;;1;;Launay;51260;51004;Allemanche-Launay-et-Soyer;;;760658.18;6834048.3;3.822725;48.603791;;;ALLEMANCHE-LAUNAY-ET-SOYER;LAUNAY;inconnue;inconnue
51004_if6z0m_05000;;5000;;Valences;51260;51004;Allemanche-Launay-et-Soyer;;;758799.6;6836103.69;3.7978;48.62245;;;ALLEMANCHE-LAUNAY-ET-SOYER;VALENCES;inconnue;inconnue
51004_lbb7cq_00002;;2;;Ruelle Rousset;51260;51004;Allemanche-Launay-et-Soyer;;;758172.4;6834034.05;3.78901;48.603891;;;ALLEMANCHE-LAUNAY-ET-SOYER;RUELLE ROUSSET;inconnue;inconnue
51004050000001;510040500;1;;Rue des Tilleuls;51260;51004;Allemanche-Launay-et-Soyer;;;757832.88;6832985.06;3.784264;48.594486;;;ALLEMANCHE-LAUNAY-ET-SOYER;RUE DES TILLEULS;inconnue;inconnue
51004040000001;510040400;1;;Rue Portote;51260;51004;Allemanche-Launay-et-Soyer;;;758250.08;6834023.15;3.790062;48.603786;;;ALLEMANCHE-LAUNAY-ET-SOYER;RUE PORTOTE;inconnue;inconnue
51004030000001;510040300;1;;Rue de la Fosse Argentier;51260;51004;Allemanche-Launay-et-Soyer;;;758223.79;6833960.85;3.789697;48.603228;;;ALLEMANCHE-LAUNAY-ET-SOYER;RUE DE LA FOSSE ARGENTIER;inconnue;inconnue
51004010200001;510040102;1;;Rue du Jardinot;51260;51004;Allemanche-Launay-et-Soyer;;;758057.53;6833841.35;3.787426;48.602168;;;ALLEMANCHE-LAUNAY-ET-SOYER;RUE DU JARDINOT;inconnue;inconnue
51004_b032_00001;51004_B032;1;;Ferme des Bois;51260;51004;Allemanche-Launay-et-Soyer;;;758232.21;6832712.65;3.789642;48.592;;;ALLEMANCHE-LAUNAY-ET-SOYER;FERME DES BOIS;inconnue;inconnue
51004_b019_05000;51004_B019;5000;;Sur le Chemin de la Chapel;51260;51004;Allemanche-Launay-et-Soyer;;;758951.89;6835106.41;3.799729;48.613466;;;ALLEMANCHE-LAUNAY-ET-SOYER;SUR LE CHEMIN DE LA CHAPEL;inconnue;inconnue
51004020000001;510040200;1;;Rue Berthelin;51260;51004;Allemanche-Launay-et-Soyer;;;758010.73;6834038.33;3.786818;48.603944;;;ALLEMANCHE-LAUNAY-ET-SOYER;RUE BERTHELIN;inconnue;inconnue
51004035000001;510040350;1;;Ruelle Julien;51260;51004;Allemanche-Launay-et-Soyer;;;758087.03;6833965.71;3.787843;48.603284;;;ALLEMANCHE-LAUNAY-ET-SOYER;RUELLE JULIEN;inconnue;inconnue
51004_b033_00003;51004_B033;3;;Ferme de Saussaie;51260;51004;Allemanche-Launay-et-Soyer;;;757550.47;6835785.69;3.78081;48.619702;;;ALLEMANCHE-LAUNAY-ET-SOYER;FERME DE SAUSSAIE;inconnue;inconnue
51004025000002;510040250;2;;Rue du Bourdet;51260;51004;Allemanche-Launay-et-Soyer;;;757952.48;6834187.17;3.786048;48.605288;;;ALLEMANCHE-LAUNAY-ET-SOYER;RUE DU BOURDET;inconnue;inconnue
51004_b009_05000;51004_B009;5000;;Le Champ la Brebis;51260;51004;Allemanche-Launay-et-Soyer;;;758984.13;6835684.97;3.800246;48.618667;;;ALLEMANCHE-LAUNAY-ET-SOYER;LE CHAMP LA BREBIS;inconnue;inconnue
51004045000002;510040450;2;;Ruelle Roussat;51260;51004;Allemanche-Launay-et-Soyer;;;758178.63;6834059.57;3.789098;48.60412;;;ALLEMANCHE-LAUNAY-ET-SOYER;RUELLE ROUSSAT;cadastre;cadastre
51004_b053_00007;51004_B053;7;;Launay Hameau;51260;51004;Allemanche-Launay-et-Soyer;;;760642.99;6833857.36;3.822492;48.602075;;;ALLEMANCHE-LAUNAY-ET-SOYER;LAUNAY HAMEAU;cadastre;cadastre
51003003200001;510030032;1;;Impasse de la Noue;51150;51003;Aigny;;;788216.91;6882763.04;4.206559;49.038686;;;AIGNY;IMPASSE DE LA NOUE;commune;commune
51003001500001;510030015;1;;Place de la République;51150;51003;Aigny;;;788248.89;6882350.43;4.20691;49.034972;;;AIGNY;PLACE DE LA REPUBLIQUE;commune;commune
51003000700001;510030007;1;;Route de Châlons;51150;51003;Aigny;;;788118.71;6882705.03;4.205204;49.038178;;;AIGNY;ROUTE DE CHALONS;commune;commune
51003000800001;510030008;1;;Rue Chanzy;51150;51003;Aigny;;;788232.31;6882435.15;4.206701;49.035736;;;AIGNY;RUE CHANZY;commune;commune
51003000900002;510030009;2;;Rue de l’Eglise;51150;51003;Aigny;;;788226.58;6882302.71;4.206595;49.034546;;;AIGNY;RUE DE L EGLISE;commune;commune
51003002500001;510030025;1;;Rue de la Grande Croix;51150;51003;Aigny;;;788337.66;6882628.3;4.208182;49.037458;;;AIGNY;RUE DE LA GRANDE CROIX;commune;commune
51003002600002;510030026;2;;Rue des Grandes-Loges;51150;51003;Aigny;;;788623.64;6882553.26;4.212077;49.036744;;;AIGNY;RUE DES GRANDES LOGES;commune;commune
51003001100002;510030011;2;;Rue d’Isse;51150;51003;Aigny;;;788354.97;6882558.16;4.208404;49.036825;;;AIGNY;RUE D ISSE;commune;commune
51003001200001;510030012;1;;Rue Joseph Poulain Goret;51150;51003;Aigny;;;788427.62;6882326.58;4.209349;49.034733;;;AIGNY;RUE JOSEPH POULAIN GORET;commune;commune
51003002700003;510030027;3;;Rue Madagascar;51150;51003;Aigny;;;788111.4;6882484.92;4.205058;49.0362;;;AIGNY;RUE MADAGASCAR;commune;commune
51003001300001;510030013;1;;Rue Pasteur;51150;51003;Aigny;;;788402.33;6882339.88;4.209006;49.034856;;;AIGNY;RUE PASTEUR;commune;commune
51003001600002;510030016;2;;Rue de la République;51150;51003;Aigny;;;788315.93;6882356.35;4.207828;49.035016;;;AIGNY;RUE DE LA REPUBLIQUE;commune;commune
51003002200002;510030022;2;;Rue Saint-Antoine;51150;51003;Aigny;;;788436.56;6882372.77;4.209481;49.035147;;;AIGNY;RUE SAINT ANTOINE;commune;commune
51003001800001;510030018;1;;Rue de Susaigny;51150;51003;Aigny;;;788495.94;6882259;4.210269;49.034116;;;AIGNY;RUE DE SUSAIGNY;commune;commune
51003002000002;510030020;2;;Rue Thiers;51150;51003;Aigny;;;788290.88;6882301.47;4.207474;49.034526;;;AIGNY;RUE THIERS;commune;commune
51002_1kstzq_00001;;1;;Les Philippettes;51530;51002;Saint-Martin-d'Ablois;;;763298.6;6880212.76;3.865397;49.018696;;;SAINT-MARTIN-D ABLOIS;LES PHILIPPETTES;inconnue;inconnue
51002_cjvwng_00001;;1;;Allee de la Foret;51530;51002;Saint-Martin-d'Ablois;;;762403.97;6878818.48;3.852961;49.006247;;;SAINT-MARTIN-D ABLOIS;ALLEE DE LA FORET;inconnue;inconnue
51002_79r9kz_00001;;1;;Route de Mont Bayen;51530;51002;Saint-Martin-d'Ablois;;;763376.7;6879694.45;3.866387;49.014028;;;SAINT-MARTIN-D ABLOIS;ROUTE DE MONT BAYEN;inconnue;inconnue
51002_ky6pey_00001;;1;;Mont Bayen;51530;51002;Saint-Martin-d'Ablois;;;763342.13;6880371.5;3.866016;49.020119;;;SAINT-MARTIN-D ABLOIS;MONT BAYEN;inconnue;inconnue
51002_2ku42s_00043;;43;;Le Sourdon;51530;51002;Saint-Martin-d'Ablois;;;762168.6;6878572.38;3.849708;49.004057;;;SAINT-MARTIN-D ABLOIS;LE SOURDON;inconnue;inconnue
51002_k57gn4_00001;;1;;Impasse du Cubry;51530;51002;Saint-Martin-d'Ablois;;;764200.18;6879863.15;3.877669;49.015463;;;SAINT-MARTIN-D ABLOIS;IMPASSE DU CUBRY;inconnue;inconnue
51002_102u39_00002;;2;;La Place aux Puits;51530;51002;Saint-Martin-d'Ablois;;;760516.28;6879096.01;3.827201;49.008923;;;SAINT-MARTIN-D ABLOIS;LA PLACE AUX PUITS;inconnue;inconnue
51002_kl3loj_00002;;2;;Pont de la Breche;51530;51002;Saint-Martin-d'Ablois;;;763548.31;6879576;3.868715;49.012946;;;SAINT-MARTIN-D ABLOIS;PONT DE LA BRECHE;inconnue;inconnue
51002_27zpmw_00001;;1;;Pavillon de Grand-Fosse;51530;51002;Saint-Martin-d'Ablois;;;760476.58;6881097.74;3.826945;49.026925;;;SAINT-MARTIN-D ABLOIS;PAVILLON DE GRAND FOSSE;inconnue;inconnue
51002_npiov8_00007;;7;;Chemin Place aux Puits;51530;51002;Saint-Martin-d'Ablois;;;762483.79;6879082.93;3.854091;49.008617;;;SAINT-MARTIN-D ABLOIS;CHEMIN PLACE AUX PUITS;inconnue;inconnue
51002_9tygxs_00001;;1;;Ham de Mont Bayen;51530;51002;Saint-Martin-d'Ablois;;;763324.91;6880368.09;3.86578;49.02009;;;SAINT-MARTIN-D ABLOIS;HAM DE MONT BAYEN;arcep;arcep
51002_vctv9d_00007;;7;;Ferme de la Place aux Puits;51530;51002;Saint-Martin-d'Ablois;;;760487.68;6879095.38;3.82681;49.00892;;;SAINT-MARTIN-D ABLOIS;FERME DE LA PLACE AUX PUITS;arcep;arcep
51002029000001;510020290;1;;Rue Tour Nicole;51530;51002;Saint-Martin-d'Ablois;;;763500.19;6879461.36;3.86804;49.01192;;;SAINT-MARTIN-D ABLOIS;RUE TOUR NICOLE;inconnue;inconnue
51002013000001;510020130;1;;Rue Julien Ducos;51530;51002;Saint-Martin-d'Ablois;;;764234.42;6879566.35;3.878092;49.012791;;;SAINT-MARTIN-D ABLOIS;RUE JULIEN DUCOS;inconnue;inconnue
51002006000001;510020060;1;;Rue Ferrée;51530;51002;Saint-Martin-d'Ablois;;;763661.55;6879676.34;3.870278;49.013837;;;SAINT-MARTIN-D ABLOIS;RUE FERREE;inconnue;inconnue
51002024000001;510020240;1;;Rue du Potager;51530;51002;Saint-Martin-d'Ablois;;;763011.53;6879296.41;3.861336;49.010485;;;SAINT-MARTIN-D ABLOIS;RUE DU POTAGER;inconnue;inconnue
51002020000001;510020200;1;;Avenue de Paris;51530;51002;Saint-Martin-d'Ablois;;;763104.98;6879207.35;3.8626;49.009675;;;SAINT-MARTIN-D ABLOIS;AVENUE DE PARIS;inconnue;inconnue
51002025000001;510020250;1;;Rue Presles;51530;51002;Saint-Martin-d'Ablois;;;762267.34;6878909.43;3.851107;49.007078;;;SAINT-MARTIN-D ABLOIS;RUE PRESLES;inconnue;inconnue
51002028000001;510020280;1;;Rue Tortillard;51530;51002;Saint-Martin-d'Ablois;;;762444.78;6879029.34;3.85355;49.008139;;;SAINT-MARTIN-D ABLOIS;RUE TORTILLARD;inconnue;inconnue
51002025500001;510020255;1;;Allee des Reguins;51530;51002;Saint-Martin-d'Ablois;;;764196.21;6879805.94;3.877606;49.014949;;;SAINT-MARTIN-D ABLOIS;ALLEE DES REGUINS;inconnue;inconnue
51002015000001;510020150;1;;Rue Marcel Soyeux;51530;51002;Saint-Martin-d'Ablois;;;763423.79;6879543.49;3.867008;49.012666;;;SAINT-MARTIN-D ABLOIS;RUE MARCEL SOYEUX;inconnue;inconnue
51002017000001;510020170;1;;Avenue Michel Destrez;51530;51002;Saint-Martin-d'Ablois;;;763668.11;6879619.47;3.870359;49.013325;;;SAINT-MARTIN-D ABLOIS;AVENUE MICHEL DESTREZ;inconnue;inconnue
51002026300001;510020263;1;;Rue des Rochettes;51530;51002;Saint-Martin-d'Ablois;;;763259.97;6879765.58;3.864802;49.014679;;;SAINT-MARTIN-D ABLOIS;RUE DES ROCHETTES;inconnue;inconnue
51002016000001;510020160;1;;Rue des Meulieres;51530;51002;Saint-Martin-d'Ablois;;;763389.9;6879604.96;3.866554;49.013222;;;SAINT-MARTIN-D ABLOIS;RUE DES MEULIERES;inconnue;inconnue
51002032000001;510020320;1;;Route de Vertus;51530;51002;Saint-Martin-d'Ablois;;;763264.43;6879258.25;3.864787;49.010117;;;SAINT-MARTIN-D ABLOIS;ROUTE DE VERTUS;inconnue;inconnue
51002002700001;510020027;1;;Rue Georges Rosset;51530;51002;Saint-Martin-d'Ablois;;;763755.68;6879778.48;3.87158;49.014746;;;SAINT-MARTIN-D ABLOIS;RUE GEORGES ROSSET;inconnue;inconnue
51002027000001;510020270;1;;Rue des Sources;51530;51002;Saint-Martin-d'Ablois;;;762420.07;6878818.21;3.853181;49.006243;;;SAINT-MARTIN-D ABLOIS;RUE DES SOURCES;inconnue;inconnue
51002014000001;510020140;1;;Rue des Lambourgs;51530;51002;Saint-Martin-d'Ablois;;;763825.24;6879507.76;3.87249;49.012305;;;SAINT-MARTIN-D ABLOIS;RUE DES LAMBOURGS;inconnue;inconnue
51002019000001;510020190;1;;Rue du Moulin Bleu;51530;51002;Saint-Martin-d'Ablois;;;763807.47;6879765.26;3.872286;49.014622;;;SAINT-MARTIN-D ABLOIS;RUE DU MOULIN BLEU;inconnue;inconnue
51002031500002;510020315;2;;Allee du Verger;51530;51002;Saint-Martin-d'Ablois;;;763879.47;6879512.37;3.873232;49.012341;;;SAINT-MARTIN-D ABLOIS;ALLEE DU VERGER;inconnue;inconnue
51002005000001;510020050;1;;Rue Enghien;51530;51002;Saint-Martin-d'Ablois;;;762404.7;6878893.23;3.852982;49.006919;;;SAINT-MARTIN-D ABLOIS;RUE ENGHIEN;inconnue;inconnue
51002012000001;510020120;1;;Rue des Juifs;51530;51002;Saint-Martin-d'Ablois;;;763586.26;6879637.48;3.869243;49.013495;;;SAINT-MARTIN-D ABLOIS;RUE DES JUIFS;inconnue;inconnue
51002023000002;510020230;2;;Route de Port a Binson;51530;51002;Saint-Martin-d'Ablois;;;763243.04;6879461.43;3.864525;49.011946;;;SAINT-MARTIN-D ABLOIS;ROUTE DE PORT A BINSON;inconnue;inconnue
51002026000001;510020260;1;;Rue des Remparts du Nord;51530;51002;Saint-Martin-d'Ablois;;;763271.4;6879430.05;3.864908;49.011661;;;SAINT-MARTIN-D ABLOIS;RUE DES REMPARTS DU NORD;inconnue;inconnue
51002034000001;510020340;1;;Rue Violaine;51530;51002;Saint-Martin-d'Ablois;;;763410.52;6879372.96;3.866801;49.011134;;;SAINT-MARTIN-D ABLOIS;RUE VIOLAINE;inconnue;inconnue
51002019200001;510020192;1;;Rue Nicolas Lelouvier;51530;51002;Saint-Martin-d'Ablois;;;763697.67;6879751.81;3.870783;49.014512;;;SAINT-MARTIN-D ABLOIS;RUE NICOLAS LELOUVIER;inconnue;inconnue
51002009000001;510020090;1;;Place General de Gaulle;51530;51002;Saint-Martin-d'Ablois;;;763460.81;6879483.4;3.867505;49.012122;;;SAINT-MARTIN-D ABLOIS;PLACE GENERAL DE GAULLE;inconnue;inconnue
51002007300001;510020073;1;;Allee les Fournais;51530;51002;Saint-Martin-d'Ablois;;;763641.27;6879870.42;3.87003;49.015584;;;SAINT-MARTIN-D ABLOIS;ALLEE LES FOURNAIS;inconnue;inconnue
51002030000002;510020300;2;;Rue de la Tuilerie;51530;51002;Saint-Martin-d'Ablois;;;763389.27;6879295.76;3.866499;49.010442;;;SAINT-MARTIN-D ABLOIS;RUE DE LA TUILERIE;inconnue;inconnue
51002004300001;510020043;1;;Place de l’Eglise;51530;51002;Saint-Martin-d'Ablois;;;763389.63;6879542.78;3.866541;49.012663;;;SAINT-MARTIN-D ABLOIS;PLACE DE L EGLISE;inconnue;inconnue
51002002600001;510020026;1;;Allee du Charme;51530;51002;Saint-Martin-d'Ablois;;;762169.23;6878772.13;3.849746;49.005853;;;SAINT-MARTIN-D ABLOIS;ALLEE DU CHARME;inconnue;inconnue
51002004000001;510020040;1;;Rue David;51530;51002;Saint-Martin-d'Ablois;;;763364;6879331.63;3.866159;49.010767;;;SAINT-MARTIN-D ABLOIS;RUE DAVID;inconnue;inconnue
51002033000001;510020330;1;;Route de Vinay;51530;51002;Saint-Martin-d'Ablois;;;764335.7;6879544.57;3.879473;49.012585;;;SAINT-MARTIN-D ABLOIS;ROUTE DE VINAY;inconnue;inconnue
51002002500001;510020025;1;;Allee du Puits;51530;51002;Saint-Martin-d'Ablois;;;762262.82;6878683.16;3.851012;49.005044;;;SAINT-MARTIN-D ABLOIS;ALLEE DU PUITS;inconnue;inconnue
51002010000001;510020100;1;;Rue des Haies;51530;51002;Saint-Martin-d'Ablois;;;762306.39;6878829.66;3.851629;49.006357;;;SAINT-MARTIN-D ABLOIS;RUE DES HAIES;inconnue;inconnue
51002022000001;510020220;1;;Rue du Pont Monnaye;51530;51002;Saint-Martin-d'Ablois;;;763329.59;6879380.3;3.865696;49.011208;;;SAINT-MARTIN-D ABLOIS;RUE DU PONT MONNAYE;inconnue;inconnue
51002020500001;510020205;1;;Chemin des Philipettes;51530;51002;Saint-Martin-d'Ablois;;;763251.11;6879933.09;3.864706;49.016186;;;SAINT-MARTIN-D ABLOIS;CHEMIN DES PHILIPETTES;inconnue;inconnue
51002011000001;510020110;1;;Rue Jacques Soardi;51530;51002;Saint-Martin-d'Ablois;;;763463.71;6879505.89;3.867548;49.012324;;;SAINT-MARTIN-D ABLOIS;RUE JACQUES SOARDI;inconnue;inconnue
51002001000001;510020010;1;;Rue du Bauchet;51530;51002;Saint-Martin-d'Ablois;;;762388.8;6878861.25;3.85276;49.006633;;;SAINT-MARTIN-D ABLOIS;RUE DU BAUCHET;inconnue;inconnue
51002025700001;510020257;1;;Chemin Rural Dit des Reguins;51530;51002;Saint-Martin-d'Ablois;;;764200.18;6879863.15;3.877669;49.015463;;;SAINT-MARTIN-D ABLOIS;CHEMIN RURAL DIT DES REGUINS;inconnue;inconnue
51002003500002;510020035;2;;Rue Croix Manuel;51530;51002;Saint-Martin-d'Ablois;;;763266.41;6879738.4;3.864886;49.014434;;;SAINT-MARTIN-D ABLOIS;RUE CROIX MANUEL;inconnue;inconnue
51002008000001;510020080;1;;Rue des Garennes;51530;51002;Saint-Martin-d'Ablois;;;763317.47;6879365.38;3.865528;49.011075;;;SAINT-MARTIN-D ABLOIS;RUE DES GARENNES;inconnue;inconnue
51002006100001;510020061;1;;Sentier de la Rue Ferree;51530;51002;Saint-Martin-d'Ablois;;;763580.19;6879637.97;3.86916;49.0135;;;SAINT-MARTIN-D ABLOIS;SENTIER DE LA RUE FERREE;arcep;cadastre
51002013900001;510020139;1;;Cheminement des Lambourgs;51530;51002;Saint-Martin-d'Ablois;;;763935.77;6879442.37;3.873991;49.011706;;;SAINT-MARTIN-D ABLOIS;CHEMINEMENT DES LAMBOURGS;cadastre;cadastre
51002018000002;510020180;2;;Route de Montbayen;51530;51002;Saint-Martin-d'Ablois;;;763425.85;6879662.3;3.867054;49.013734;;;SAINT-MARTIN-D ABLOIS;ROUTE DE MONTBAYEN;cadastre;cadastre
51002019500004;510020195;4;;Rue Parc de la Foulerie;51530;51002;Saint-Martin-d'Ablois;;;763744.47;6879805.94;3.871431;49.014994;;;SAINT-MARTIN-D ABLOIS;RUE PARC DE LA FOULERIE;cadastre;cadastre
51002021000002;510020210;2;;Rue du Pont de la Breche;51530;51002;Saint-Martin-d'Ablois;;;763549.18;6879576.57;3.868727;49.012951;;;SAINT-MARTIN-D ABLOIS;RUE DU PONT DE LA BRECHE;cadastre;cadastre
51002031000014;510020310;14;;Route de Vauciennes;51530;51002;Saint-Martin-d'Ablois;;;763543.98;6880521.42;3.868798;49.021447;;;SAINT-MARTIN-D ABLOIS;ROUTE DE VAUCIENNES;cadastre;cadastre
51002_b031_00005;51002_B031;5;;Hameau de Montbayen;51530;51002;Saint-Martin-d'Ablois;;;763328.04;6880515.82;3.865845;49.021418;;;SAINT-MARTIN-D ABLOIS;HAMEAU DE MONTBAYEN;cadastre;cadastre
51002_b033_00043;51002_B033;43;;Hameau du Sourdon;51530;51002;Saint-Martin-d'Ablois;;;762142.26;6878586;3.84935;49.004182;;;SAINT-MARTIN-D ABLOIS;HAMEAU DU SOURDON;cadastre;cadastre
51663_a4nz1l_00002;;2;;Allee de la Cigogne;51530;51663;Magenta;;;770622.31;6884200.9;3.966182;49.05379;;;MAGENTA;ALLEE DE LA CIGOGNE;inconnue;inconnue
51663_e1vmew_00001;;1;;Av Alfred Anatole Thévenet;51530;51663;Magenta;;;770527.9;6883444.31;3.964764;49.046998;;;MAGENTA;AV ALFRED ANATOLE THEVENET;arcep;arcep
51663020000001;516630200;1;;Rue Jacques Pernet;51530;51663;Magenta;;;770821.87;6883885.69;3.968859;49.050934;;;MAGENTA;RUE JACQUES PERNET;inconnue;inconnue
51663032800001;516630328;1;;Avenue Paul Chandon;51530;51663;Magenta;;;770722.28;6883845.98;3.96749;49.050588;;;MAGENTA;AVENUE PAUL CHANDON;inconnue;inconnue
51663040000001;516630400;1;;Allee des Rossignols;51530;51663;Magenta;;;770650.12;6884294;3.966578;49.054624;;;MAGENTA;ALLEE DES ROSSIGNOLS;inconnue;inconnue
51663022600001;516630226;1;;Rue Jean Moulin;51530;51663;Magenta;;;770558.4;6883443.24;3.965181;49.046985;;;MAGENTA;RUE JEAN MOULIN;inconnue;inconnue
51663017000001;516630170;1;;Rue de la Greve;51530;51663;Magenta;;;770496.28;6883841.88;3.964398;49.050576;;;MAGENTA;RUE DE LA GREVE;inconnue;inconnue
51663004000001;516630040;1;;Rue Aristide Briand;51530;51663;Magenta;;;770781.39;6883753.06;3.968283;49.049746;;;MAGENTA;RUE ARISTIDE BRIAND;inconnue;inconnue
51663001500001;516630015;1;;Avenue Alfred Anatole Thevenet;51530;51663;Magenta;;;770531.51;6883441.69;3.964813;49.046974;;;MAGENTA;AVENUE ALFRED ANATOLE THEVENET;inconnue;inconnue
51663002000002;516630020;2;;Rue Anatole France;51530;51663;Magenta;;;770595.34;6884051.3;3.965788;49.052448;;;MAGENTA;RUE ANATOLE FRANCE;inconnue;inconnue
51663014000001;516630140;1;;Place Georges Foret;51530;51663;Magenta;;;770588.22;6883688.63;3.96563;49.049188;;;MAGENTA;PLACE GEORGES FORET;inconnue;inconnue
51663018500001;516630185;1;;Allee des Hirondelles;51530;51663;Magenta;;;770650.62;6884205.14;3.96657;49.053825;;;MAGENTA;ALLEE DES HIRONDELLES;inconnue;inconnue
51663018000001;516630180;1;;Rue Henri Euzenat;51530;51663;Magenta;;;770583.91;6883616.73;3.965559;49.048542;;;MAGENTA;RUE HENRI EUZENAT;inconnue;inconnue
51663042000001;516630420;1;;Rue de la Verrerie;51530;51663;Magenta;;;770588.12;6883547.71;3.965605;49.047921;;;MAGENTA;RUE DE LA VERRERIE;inconnue;inconnue
51663034000001;516630340;1;;Rue Paul Gravet;51530;51663;Magenta;;;770595.73;6883690.28;3.965733;49.049202;;;MAGENTA;RUE PAUL GRAVET;inconnue;inconnue
51663012400005;516630124;5;;Rue des Fours a Pains;51530;51663;Magenta;;;770581.89;6883561.2;3.965522;49.048043;;;MAGENTA;RUE DES FOURS A PAINS;inconnue;inconnue
51663008000001;516630080;1;;Rue Rene Cornelis;51530;51663;Magenta;;;770817.31;6883733.48;3.968771;49.049566;;;MAGENTA;RUE RENE CORNELIS;inconnue;inconnue
51663016600001;516630166;1;;Place des Grandes Herbes;51530;51663;Magenta;;;770643.27;6884417.15;3.966505;49.055732;;;MAGENTA;PLACE DES GRANDES HERBES;inconnue;inconnue
51663006000002;516630060;2;;Rue Carnot;51530;51663;Magenta;;;770690.63;6883553.08;3.967008;49.047958;;;MAGENTA;RUE CARNOT;inconnue;inconnue
51663036000001;516630360;1;;Rue Raspail;51530;51663;Magenta;;;770572.72;6883898.54;3.965453;49.051077;;;MAGENTA;RUE RASPAIL;inconnue;inconnue
51663027000001;516630270;1;;Rue Mirabeau;51530;51663;Magenta;;;770739.83;6883660.01;3.967699;49.048914;;;MAGENTA;RUE MIRABEAU;inconnue;inconnue
51663024000002;516630240;2;;Place de la Liberation;51530;51663;Magenta;;;770727.72;6883819.24;3.96756;49.050347;;;MAGENTA;PLACE DE LA LIBERATION;inconnue;inconnue
51663026000018;516630260;18;;Rue des Martyrs de la Resistance;51530;51663;Magenta;;;770742.57;6883818.54;3.967763;49.050339;;;MAGENTA;RUE DES MARTYRS DE LA RESISTANCE;inconnue;inconnue
51663015000001;516630150;1;;Rue Gilbert Cagneaux;51530;51663;Magenta;;;770557.18;6883829.61;3.965229;49.050459;;;MAGENTA;RUE GILBERT CAGNEAUX;inconnue;inconnue
51663024500010;516630245;10;;Quai de la Marine;51530;51663;Magenta;;;770503.58;6883567.25;3.964452;49.048106;;;MAGENTA;QUAI DE LA MARINE;inconnue;inconnue
51663013000001;516630130;1;;Rue Gambetta;51530;51663;Magenta;;;770625.8;6883473.2;3.966108;49.047247;;;MAGENTA;RUE GAMBETTA;inconnue;inconnue
51663005800002;516630058;2;;Rue Jean Poirel;51530;51663;Magenta;;;770453.54;6884187.49;3.963871;49.053688;;;MAGENTA;RUE JEAN POIREL;inconnue;inconnue
51663039200001;516630392;1;;Allée Roland Manayraud;51530;51663;Magenta;;;770514.38;6884598.54;3.964772;49.057377;;;MAGENTA;ALLEE ROLAND MANAYRAUD;inconnue;inconnue
51663023000001;516630230;1;;Rue Jules Lobet;51530;51663;Magenta;;;770768.18;6883464.94;3.968054;49.047157;;;MAGENTA;RUE JULES LOBET;inconnue;inconnue
51663026500002;516630265;2;;Allee des Mesanges;51530;51663;Magenta;;;770606.9;6884313.04;3.96599;49.0548;;;MAGENTA;ALLEE DES MESANGES;inconnue;inconnue
51663012000004;516630120;4;;Rue Fernand Buffet;51530;51663;Magenta;;;770504.37;6883766.46;3.964496;49.049897;;;MAGENTA;RUE FERNAND BUFFET;inconnue;inconnue
51663005500001;516630055;1;;Rue Bernard Rapeneau;51530;51663;Magenta;;;770697.03;6883484.2;3.967084;49.047338;;;MAGENTA;RUE BERNARD RAPENEAU;inconnue;inconnue
