id;id_fantoir;numero;rep;nom_voie;code_postal;code_insee;nom_commune;code_insee_ancienne_commune;nom_ancienne_commune;x;y;lon;lat;alias;nom_ld;libelle_acheminement;nom_afnor;source_position;source_nom_voie
51536009000001;515360090;1;;Rue de la Haute - Ville;51500;51536;Sillery;;;782169.48;6900663.88;4.127354;49.200418;;;SILLERY;RUE DE LA HAUTE  VILLE;inconnue;inconnue
51536003400001;515360034;1;;Rue du Bois des Zouaves;51500;51536;Sillery;;;783306.57;6900031.45;4.142827;49.194586;;;SILLERY;RUE DU BOIS DES ZOUAVES;inconnue;inconnue
51536015800001;515360158;1;;Rue du Petit Sillery;51500;51536;Sillery;;;783130.76;6900558.43;4.14052;49.199346;;;SILLERY;RUE DU PETIT SILLERY;inconnue;inconnue
51536000400001;515360004;1;;Rue de l’Abbe Fendler;51500;51536;Sillery;;;782405.34;6900544.21;4.130566;49.199312;;;SILLERY;RUE DE L ABBE FENDLER;inconnue;inconnue
51536004600002;515360046;2;;Rue des Chardonnerets;51500;51536;Sillery;;;782365.87;6900184.45;4.129954;49.196083;;;SILLERY;RUE DES CHARDONNERETS;inconnue;inconnue
51536006100001;515360061;1;;D’Numero 8e;51500;51536;Sillery;;;783868.98;6899629.69;4.150461;49.190901;;;SILLERY;D NUMERO 8E;inconnue;inconnue
51536009400001;515360094;1;;Rue Irma Noel;51500;51536;Sillery;;;782342.22;6900482.24;4.129688;49.198763;;;SILLERY;RUE IRMA NOEL;inconnue;inconnue
51536003000001;515360030;1;;Impasse du Bas Village;51500;51536;Sillery;;;782582.51;6900694.48;4.133026;49.20064;;;SILLERY;IMPASSE DU BAS VILLAGE;inconnue;inconnue
51536019900002;515360199;2;;Rue Samuel de Champlain;51500;51536;Sillery;;;782670.51;6900282.37;4.134152;49.196924;;;SILLERY;RUE SAMUEL DE CHAMPLAIN;inconnue;inconnue
51536011500001;515360115;1;;Rue de Genlis;51500;51536;Sillery;;;782211.02;6900725.65;4.127936;49.200968;;;SILLERY;RUE DE GENLIS;inconnue;inconnue
51536009700001;515360097;1;;Rue Jacques Cartier;51500;51536;Sillery;;;782794.22;6900237.54;4.13584;49.196505;;;SILLERY;RUE JACQUES CARTIER;inconnue;inconnue
51536016100001;515360161;1;;Allée des Platanes;51500;51536;Sillery;;;782520.48;6900139.72;4.132066;49.195661;;;SILLERY;ALLEE DES PLATANES;inconnue;inconnue
51536001900002;515360019;2;;Rue de l’Arbalète;51500;51536;Sillery;;;782474.03;6900446.19;4.131489;49.198422;;;SILLERY;RUE DE L ARBALETE;inconnue;inconnue
51536004100001;515360041;1;;Allée du Cimetière Militaire;51500;51536;Sillery;;;783071.8;6900113.16;4.139623;49.195351;;;SILLERY;ALLEE DU CIMETIERE MILITAIRE;inconnue;inconnue
51536001200001;515360012;1;;Allée d’Adenau;51500;51536;Sillery;;;782597.49;6900168.97;4.133128;49.195914;;;SILLERY;ALLEE D ADENAU;inconnue;inconnue
51536004500002;515360045;2;;Rue Clovis;51500;51536;Sillery;;;782631.51;6900566.92;4.133673;49.199487;;;SILLERY;RUE CLOVIS;inconnue;inconnue
51536018100001;515360181;1;;Rue Robert Delloye;51500;51536;Sillery;;;783662.5;6899710.23;4.147645;49.191652;;;SILLERY;RUE ROBERT DELLOYE;inconnue;inconnue
51536016200004;515360162;4;;Chemin de la Pompelle;51500;51536;Sillery;;;783364.76;6901046.83;4.143827;49.203706;;;SILLERY;CHEMIN DE LA POMPELLE;inconnue;inconnue
51536003100006;515360031;6;;Route de Beaumont;51500;51536;Sillery;;;783216.48;6900029.82;4.141591;49.194583;;;SILLERY;ROUTE DE BEAUMONT;cadastre;cadastre
51536018000002;515360180;2;;Allée Robert Delloye;51500;51536;Sillery;;;783579.14;6899686.44;4.146497;49.191449;;;SILLERY;ALLEE ROBERT DELLOYE;cadastre;cadastre
51537_6wi766_05000;;5000;;Recquigny;51800;51537;Sivry-Ante;;;843281.5;6878767.17;4.958083;48.992841;;;SIVRY-ANTE;RECQUIGNY;inconnue;inconnue
51537_nr36eo_00001;;1;;Fermes de la Basse;51800;51537;Sivry-Ante;;;835145.78;6880030.69;4.847346;49.005962;;;SIVRY-ANTE;FERMES DE LA BASSE;inconnue;inconnue
51537_mws500_00001;;1;;Fermes de la Léchère;51800;51537;Sivry-Ante;;;835713.71;6879241.3;4.854853;48.998746;;;SIVRY-ANTE;FERMES DE LA LECHERE;inconnue;inconnue
51537_6cu6my_00001;;1;;Ferme de la Maringotte;51800;51537;Sivry-Ante;;;837484.29;6879582.52;4.879154;49.001437;;;SIVRY-ANTE;FERME DE LA MARINGOTTE;inconnue;inconnue
51537_mvme2y_05000;;5000;;La Basse;51800;51537;Sivry-Ante;;;835092.83;6880767.31;4.846858;49.012595;;;SIVRY-ANTE;LA BASSE;cadastre;cadastre
51537_juneny_05000;;5000;;Millet;51800;51537;Sivry-Ante;;;843752.2;6879632.21;4.964807;49.000512;;;SIVRY-ANTE;MILLET;cadastre;cadastre
51537004000001;515370040;1;;Rue Saint Pierre;51800;51537;Sivry-Ante;;;836665.76;6879280.87;4.867873;48.9989;;;SIVRY-ANTE;RUE SAINT PIERRE;inconnue;inconnue
51537001300001;515370013;1;;Rue Eugene Delacroix;51800;51537;Sivry-Ante;;;838943.98;6879939.6;4.899215;49.004333;;;SIVRY-ANTE;RUE EUGENE DELACROIX;inconnue;inconnue
51537000800001;515370008;1;;Rue du Bel Air;51800;51537;Sivry-Ante;;;836801.74;6879426.93;4.869778;49.000184;;;SIVRY-ANTE;RUE DU BEL AIR;inconnue;inconnue
51537000500001;515370005;1;;Rue de l’Argonne;51800;51537;Sivry-Ante;;;838890.11;6879909.27;4.898469;49.004072;;;SIVRY-ANTE;RUE DE L ARGONNE;inconnue;inconnue
51537003500001;515370035;1;;Rue Paul Emile Victor;51800;51537;Sivry-Ante;;;836815.56;6879523.36;4.869998;49.001048;;;SIVRY-ANTE;RUE PAUL EMILE VICTOR;inconnue;inconnue
51534_0agxx9_00001;;1;;Hameau de Prin;51170;51534;Serzy-et-Prin;;;756395.53;6904256.3;3.77425;49.235502;;;SERZY-ET-PRIN;HAMEAU DE PRIN;inconnue;inconnue
51534_vjuzhp_00044;;44;;Domaine de Maupas;51170;51534;Serzy-et-Prin;;;755609.6;6905319.9;3.763602;49.245132;;;SERZY-ET-PRIN;DOMAINE DE MAUPAS;inconnue;inconnue
51534005500001;515340055;1;;Rue du Tambour;51170;51534;Serzy-et-Prin;;;755770.3;6905984.35;3.765897;49.251091;;;SERZY-ET-PRIN;RUE DU TAMBOUR;inconnue;inconnue
51534004500057;515340045;57;;Rue de Savigny;51170;51534;Serzy-et-Prin;;;755810;6905983.18;3.766442;49.251077;;;SERZY-ET-PRIN;RUE DE SAVIGNY;inconnue;inconnue
51534005600064;515340056;64;;Chemin de la Scierie;51170;51534;Serzy-et-Prin;;;755453.98;6906134.14;3.761573;49.252465;;;SERZY-ET-PRIN;CHEMIN DE LA SCIERIE;inconnue;inconnue
51534002500001;515340025;1;;Ruelle Milhomme;51170;51534;Serzy-et-Prin;;;755822.5;6905438.1;3.766541;49.246176;;;SERZY-ET-PRIN;RUELLE MILHOMME;inconnue;inconnue
51534006000001;515340060;1;;Route de Vandeuil;51170;51534;Serzy-et-Prin;;;755891.37;6906272.09;3.767598;49.253667;;;SERZY-ET-PRIN;ROUTE DE VANDEUIL;inconnue;inconnue
51535_xop91m_00002;;2;;Le Paradis;51120;51535;Sézanne;;;752187.91;6847375.29;3.709471;48.724397;;;SEZANNE;LE PARADIS;inconnue;inconnue
51535034000001;515350340;1;;Avenue Jean Jaures;51120;51535;Sézanne;;;753385.07;6846591.85;3.725647;48.717253;;;SEZANNE;AVENUE JEAN JAURES;inconnue;inconnue
51535_p7pvw3_00001;;1;;Carrefour de la Halle;51120;51535;Sézanne;;;753253.74;6847282.45;3.723948;48.723475;;;SEZANNE;CARREFOUR DE LA HALLE;inconnue;inconnue
51535_7en9ep_00001;;1;;Cite Saint Hubert;51120;51535;Sézanne;;;752314;6847286.03;3.711174;48.723584;;;SEZANNE;CITE SAINT HUBERT;inconnue;inconnue
51535_3ewxjt_00001;;1;;Chemin des Poitrines;51120;51535;Sézanne;;;752145.11;6847022.11;3.708846;48.721224;;;SEZANNE;CHEMIN DES POITRINES;inconnue;inconnue
51535_kxd0o7_00077;;77;;Chemin des Nonottes;51120;51535;Sézanne;;;752646.59;6847147.16;3.715678;48.722308;;;SEZANNE;CHEMIN DES NONOTTES;inconnue;inconnue
51535_dq3zj7_00046;;46;;Chemin le Paradis;51120;51535;Sézanne;;;752236.33;6847422.65;3.710135;48.724819;;;SEZANNE;CHEMIN LE PARADIS;inconnue;inconnue
51535_mra820_00002;;2;;Chemin Rural Dit des Royers;51120;51535;Sézanne;;;752918.01;6846553.45;3.719294;48.716946;;;SEZANNE;CHEMIN RURAL DIT DES ROYERS;inconnue;inconnue
51535_b8yf96_00001;;1;;Les Poitrines;51120;51535;Sézanne;;;752084.78;6847031.02;3.708027;48.721309;;;SEZANNE;LES POITRINES;cadastre;cadastre
51535019000002;515350190;2;;Rue des Cordeliers;51120;51535;Sézanne;;;752925.61;6847382.3;3.7195;48.7244;;;SEZANNE;RUE DES CORDELIERS;inconnue;inconnue
51535040000001;515350400;1;;Rue des Limonieres;51120;51535;Sézanne;;;753200.12;6846582.37;3.723132;48.717183;;;SEZANNE;RUE DES LIMONIERES;inconnue;inconnue
51535030500090;515350305;90;;Boulevard d’Holbeach;51120;51535;Sézanne;;;754100.6;6847022.54;3.735427;48.721067;;;SEZANNE;BOULEVARD D HOLBEACH;inconnue;inconnue
51535070000004;515350700;4;;Rue Saint Fiacre;51120;51535;Sézanne;;;753515.31;6847068.93;3.727477;48.721533;;;SEZANNE;RUE SAINT FIACRE;inconnue;inconnue
51535075000001;515350750;1;;Rue de Vauvert;51120;51535;Sézanne;;;753382.32;6847234.93;3.72569;48.723037;;;SEZANNE;RUE DE VAUVERT;inconnue;inconnue
51535013000002;515350130;2;;Rue des Champs Merlin;51120;51535;Sézanne;;;753383.32;6846638.09;3.725629;48.717669;;;SEZANNE;RUE DES CHAMPS MERLIN;inconnue;inconnue
51535032000001;515350320;1;;Rue de l’Hotel de Ville;51120;51535;Sézanne;;;752919.3;6847340.32;3.719409;48.724023;;;SEZANNE;RUE DE L HOTEL DE VILLE;inconnue;inconnue
51535060400001;515350604;1;;Place du Poncelot;51120;51535;Sézanne;;;753931.33;6846808.26;3.733099;48.719154;;;SEZANNE;PLACE DU PONCELOT;inconnue;inconnue
51535021000001;515350210;1;;Place du Docteur Huguier;51120;51535;Sézanne;;;753219.83;6847354.19;3.723496;48.724123;;;SEZANNE;PLACE DU DOCTEUR HUGUIER;inconnue;inconnue
51535062500014;515350625;14;;Rue Regina;51120;51535;Sézanne;;;754033.79;6846794.21;3.73449;48.719019;;;SEZANNE;RUE REGINA;inconnue;inconnue
51535063000001;515350630;1;;Mail des Religieuses;51120;51535;Sézanne;;;753283.42;6847406.47;3.724367;48.724588;;;SEZANNE;MAIL DES RELIGIEUSES;inconnue;inconnue
51535078000001;515350780;1;;Rue de Vindey;51120;51535;Sézanne;;;753257.21;6846550.88;3.723904;48.716895;;;SEZANNE;RUE DE VINDEY;inconnue;inconnue
51535065500001;515350655;1;;Avenue de la Resistance;51120;51535;Sézanne;;;753435.61;6846568.64;3.726331;48.71704;;;SEZANNE;AVENUE DE LA RESISTANCE;inconnue;inconnue
51535034300004;515350343;4;;Place Jean Moulin;51120;51535;Sézanne;;;754025.21;6847083.77;3.73441;48.721624;;;SEZANNE;PLACE JEAN MOULIN;inconnue;inconnue
51535046000001;515350460;1;;Mail du Mont Blanc;51120;51535;Sézanne;;;753093.49;6847221.16;3.721762;48.722937;;;SEZANNE;MAIL DU MONT BLANC;inconnue;inconnue
51535060000001;515350600;1;;Rue aux Planches;51120;51535;Sézanne;;;752525.64;6847465.39;3.714073;48.72518;;;SEZANNE;RUE AUX PLANCHES;inconnue;inconnue
51535062000001;515350620;1;;Rue des Recollets;51120;51535;Sézanne;;;753343.93;6847162.08;3.725159;48.722385;;;SEZANNE;RUE DES RECOLLETS;inconnue;inconnue
51535044700048;515350447;48;;Rue des Maraichers;51120;51535;Sézanne;;;752471.49;6847383.96;3.713327;48.724452;;;SEZANNE;RUE DES MARAICHERS;inconnue;inconnue
51535047000001;515350470;1;;Rue de Montebello;51120;51535;Sézanne;;;753214.89;6847073.73;3.723394;48.721601;;;SEZANNE;RUE DE MONTEBELLO;inconnue;inconnue
51535071800002;515350718;2;;Allee Sternberg;51120;51535;Sézanne;;;753690.01;6846880.75;3.729828;48.719826;;;SEZANNE;ALLEE STERNBERG;inconnue;inconnue
51535052000001;515350520;1;;Rue de Paris;51120;51535;Sézanne;;;752911.82;6847257.2;3.719297;48.723276;;;SEZANNE;RUE DE PARIS;inconnue;inconnue
51535056000001;515350560;1;;Rue Parisot Dufour;51120;51535;Sézanne;;;752525.64;6847465.28;3.714073;48.725179;;;SEZANNE;RUE PARISOT DUFOUR;inconnue;inconnue
51535079500001;515350795;1;;Domaine des Saules;51120;51535;Sézanne;;;753565.57;6847242.95;3.728182;48.723094;;;SEZANNE;DOMAINE DES SAULES;cadastre;inconnue
51535044200001;515350442;1;;Place de Malsch;51120;51535;Sézanne;;;754026.1;6846941.35;3.734404;48.720343;;;SEZANNE;PLACE DE MALSCH;inconnue;inconnue
51535071700011;515350717;11;;Rue Sternberg;51120;51535;Sézanne;;;753706.68;6846875.34;3.730054;48.719776;;;SEZANNE;RUE STERNBERG;inconnue;inconnue
51535024000003;515350240;3;;Rue d’Epernay;51120;51535;Sézanne;;;753239.62;6847441.65;3.723776;48.724908;;;SEZANNE;RUE D EPERNAY;inconnue;inconnue
51535005000001;515350050;1;;Rue Bouvier Sassot;51120;51535;Sézanne;;;753180.8;6847270.22;3.722955;48.723371;;;SEZANNE;RUE BOUVIER SASSOT;inconnue;inconnue
51535025100024;515350251;24;;Impasse de la Flandre;51120;51535;Sézanne;;;753755.69;6846755.16;3.730705;48.718691;;;SEZANNE;IMPASSE DE LA FLANDRE;inconnue;inconnue
51535061200008;515350612;8;;Place du Puits Dore;51120;51535;Sézanne;;;753103.34;6847293.86;3.721905;48.72359;;;SEZANNE;PLACE DU PUITS DORE;inconnue;inconnue
51535027000002;515350270;2;;Rue Gaston Laplatte;51120;51535;Sézanne;;;753415.93;6847635.73;3.726197;48.726639;;;SEZANNE;RUE GASTON LAPLATTE;inconnue;inconnue
51535_a065_00001;51535_A065;1;;Residence des Lys;51120;51535;Sézanne;;;753651.17;6846919.3;3.729305;48.720176;;;SEZANNE;RESIDENCE DES LYS;inconnue;inconnue
51535_a006_00001;51535_A006;1;;Residence des Moulins;51120;51535;Sézanne;;;752092.39;6847084.12;3.708137;48.721786;;;SEZANNE;RESIDENCE DES MOULINS;inconnue;inconnue
51535002000001;515350020;1;;Rue de l’Ancien Hopital;51120;51535;Sézanne;;;753207.42;6847254.78;3.723315;48.72323;;;SEZANNE;RUE DE L ANCIEN HOPITAL;inconnue;inconnue
51535012000001;515350120;1;;Place du Champ Benoist;51120;51535;Sézanne;;;753046.37;6847160.47;3.721114;48.722395;;;SEZANNE;PLACE DU CHAMP BENOIST;cadastre;inconnue
51535061000001;515350610;1;;Mail de Provence;51120;51535;Sézanne;;;753174.82;6847224.47;3.722868;48.72296;;;SEZANNE;MAIL DE PROVENCE;inconnue;inconnue
51535_a015_00020;51535_A015;20;;Residence des Belles Dames;51120;51535;Sézanne;;;752553.9;6847658.67;3.714481;48.726916;;;SEZANNE;RESIDENCE DES BELLES DAMES;inconnue;inconnue
51535006000002;515350060;2;;Rue de Broyes;51120;51535;Sézanne;;;753256.33;6847432.69;3.724002;48.724826;;;SEZANNE;RUE DE BROYES;inconnue;inconnue
51535057000001;515350570;1;;Rue Paul Doumer;51120;51535;Sézanne;;;753181.78;6847203.4;3.72296;48.72277;;;SEZANNE;RUE PAUL DOUMER;inconnue;inconnue
51535044500042;515350445;42;;Boulevard de Malsch;51120;51535;Sézanne;;;753845.01;6846826.48;3.731928;48.719325;;;SEZANNE;BOULEVARD DE MALSCH;inconnue;inconnue
51535026000008;515350260;8;;Place Froissard;51120;51535;Sézanne;;;753320.79;6847230.47;3.724853;48.723002;;;SEZANNE;PLACE FROISSARD;inconnue;inconnue
51535045000002;515350450;2;;Mail de Marseille;51120;51535;Sézanne;;;753195.79;6847223.55;3.723153;48.72295;;;SEZANNE;MAIL DE MARSEILLE;inconnue;inconnue
51535073500002;515350735;2;;Allee de Vauchamps;51120;51535;Sézanne;;;752540.09;6847582.83;3.714284;48.726235;;;SEZANNE;ALLEE DE VAUCHAMPS;inconnue;inconnue
51535058000001;515350580;1;;Rue des Petits Chiens;51120;51535;Sézanne;;;752969.9;6846945.96;3.720048;48.720472;;;SEZANNE;RUE DES PETITS CHIENS;inconnue;inconnue
51535071200001;515350712;1;;Allee Salvador Allende;51120;51535;Sézanne;;;753761.88;6846920.88;3.73081;48.720181;;;SEZANNE;ALLEE SALVADOR ALLENDE;inconnue;inconnue
51535037000001;515350370;1;;Rue Leon Jolly;51120;51535;Sézanne;;;753095.19;6847292.45;3.721794;48.723578;;;SEZANNE;RUE LEON JOLLY;inconnue;inconnue
51535004000001;515350040;1;;Cour Bichot;51120;51535;Sézanne;;;753266;6847340.82;3.724122;48.723999;;;SEZANNE;COUR BICHOT;inconnue;inconnue
51535042000002;515350420;2;;Rue Loyet;51120;51535;Sézanne;;;752949.57;6847166.93;3.719799;48.722461;;;SEZANNE;RUE LOYET;inconnue;inconnue
51535_a110_00001;51535_A110;1;;Residence de Vauchamps;51120;51535;Sézanne;;;752322.6;6847539.5;3.711322;48.725863;;;SEZANNE;RESIDENCE DE VAUCHAMPS;inconnue;inconnue
51535041000001;515350410;1;;Rue Linot Collot;51120;51535;Sézanne;;;753049.5;6846962.48;3.721132;48.720614;;;SEZANNE;RUE LINOT COLLOT;inconnue;inconnue
51535059000001;515350590;1;;Rue Pierrefrite;51120;51535;Sézanne;;;753252.89;6847454.45;3.723958;48.725022;;;SEZANNE;RUE PIERREFRITE;inconnue;inconnue
51535060200017;515350602;17;;Place de Podor;51120;51535;Sézanne;;;753871.58;6847364.64;3.732357;48.724163;;;SEZANNE;PLACE DE PODOR;inconnue;inconnue
51535001200002;515350012;2;;Mail des Acacias;51120;51535;Sézanne;;;752915.39;6847269.02;3.719347;48.723382;;;SEZANNE;MAIL DES ACACIAS;inconnue;inconnue
51535061800002;515350618;2;;Rue du Ravin Blanc;51120;51535;Sézanne;;;753210.93;6846269.71;3.72324;48.71437;;;SEZANNE;RUE DU RAVIN BLANC;inconnue;inconnue
51535025700017;515350257;17;;Avenue Francois Mitterrand;51120;51535;Sézanne;;;753914.18;6847188.92;3.732914;48.722579;;;SEZANNE;AVENUE FRANCOIS MITTERRAND;inconnue;inconnue
51535003400001;515350034;1;;Rue de Barbonne;51120;51535;Sézanne;;;753286.37;6846411.05;3.724283;48.715635;;;SEZANNE;RUE DE BARBONNE;inconnue;inconnue
51535072000001;515350720;1;;Rue des Teinturiers;51120;51535;Sézanne;;;753181.01;6847384.07;3.722972;48.724395;;;SEZANNE;RUE DES TEINTURIERS;inconnue;inconnue
51535025500001;515350255;1;;Rue des Fouteaux;51120;51535;Sézanne;;;752833.34;6847458.29;3.718255;48.725091;;;SEZANNE;RUE DES FOUTEAUX;inconnue;inconnue
51535033000001;515350330;1;;Rue des Infirmes;51120;51535;Sézanne;;;753277.44;6847256.98;3.724267;48.723244;;;SEZANNE;RUE DES INFIRMES;inconnue;inconnue
51535010000001;515350100;1;;Rue de la Cave au Lard;51120;51535;Sézanne;;;753308.44;6847421.93;3.724709;48.724725;;;SEZANNE;RUE DE LA CAVE AU LARD;inconnue;inconnue
51535049000001;515350490;1;;Rue Naret Chenuat;51120;51535;Sézanne;;;752906.08;6847338.09;3.719229;48.724004;;;SEZANNE;RUE NARET CHENUAT;inconnue;inconnue
51535069000047;515350690;47;;Allee Saint Brisson;51120;51535;Sézanne;;;753129.09;6847519.03;3.722283;48.725613;;;SEZANNE;ALLEE SAINT BRISSON;inconnue;inconnue
51535004800007;515350048;7;;Ruelle Borgnon;51120;51535;Sézanne;;;752855.8;6846848.75;3.718485;48.719607;;;SEZANNE;RUELLE BORGNON;inconnue;inconnue
51535013500044;515350135;44;;Avenue Charles de Gaulle;51120;51535;Sézanne;;;753910.71;6846667.31;3.732801;48.717888;;;SEZANNE;AVENUE CHARLES DE GAULLE;inconnue;inconnue
51535062400001;515350624;1;;Place Regina;51120;51535;Sézanne;;;754103.73;6846907.49;3.735455;48.720032;;;SEZANNE;PLACE REGINA;inconnue;inconnue
51535047800003;515350478;3;;Place du Moulin de Broyes;51120;51535;Sézanne;;;753309.46;6847494.55;3.724732;48.725378;;;SEZANNE;PLACE DU MOULIN DE BROYES;inconnue;inconnue
51535016000001;515350160;1;;Rue Cogne Fort;51120;51535;Sézanne;;;753100.29;6847313.29;3.721866;48.723765;;;SEZANNE;RUE COGNE FORT;inconnue;inconnue
51535008000001;515350080;1;;Rue du Capitaine Faucon;51120;51535;Sézanne;;;753095.93;6847267.66;3.721801;48.723355;;;SEZANNE;RUE DU CAPITAINE FAUCON;inconnue;inconnue
51535071600070;515350716;70;;Sente des Clos;51120;51535;Sézanne;;;753065.41;6846428.82;3.721282;48.715813;;;SEZANNE;SENTE DES CLOS;inconnue;inconnue
51535024900002;515350249;2;;Avenue de la Fontaine du Ve;51120;51535;Sézanne;;;752842.78;6847462.71;3.718384;48.72513;;;SEZANNE;AVENUE DE LA FONTAINE DU VE;inconnue;inconnue
51535050500001;515350505;1;;Allee Notre Dame;51120;51535;Sézanne;;;753224.91;6846767.06;3.723492;48.718842;;;SEZANNE;ALLEE NOTRE DAME;inconnue;inconnue
51535024600002;515350246;2;;Rue du Faubourg Gohier;51120;51535;Sézanne;;;752708.91;6847316.06;3.716546;48.723822;;;SEZANNE;RUE DU FAUBOURG GOHIER;inconnue;inconnue
51535057700045;515350577;45;;Chemin Rural du Petit Etang;51120;51535;Sézanne;;;753660.17;6846263.72;3.729345;48.714279;;;SEZANNE;CHEMIN RURAL DU PETIT ETANG;inconnue;inconnue
51535061500001;515350615;1;;Rue du Quai d’Embarquement;51120;51535;Sézanne;;;753734.44;6846483.89;3.730382;48.716253;;;SEZANNE;RUE DU QUAI D EMBARQUEMENT;inconnue;inconnue
51535079000001;515350790;1;;Rue Virgo Maria;51120;51535;Sézanne;;;753511.52;6847536.1;3.727484;48.725735;;;SEZANNE;RUE VIRGO MARIA;inconnue;inconnue
51535024800020;515350248;20;;Route de Fere Champenoise;51120;51535;Sézanne;;;753628.39;6846606.55;3.728956;48.717365;;;SEZANNE;ROUTE DE FERE CHAMPENOISE;inconnue;inconnue
51535001000001;515350010;1;;Rue Abraham;51120;51535;Sézanne;;;753316.72;6846736.1;3.724736;48.718556;;;SEZANNE;RUE ABRAHAM;inconnue;inconnue
51535071300001;515350713;1;;Rue Salvador Allende;51120;51535;Sézanne;;;753775.23;6846925.01;3.730992;48.720217;;;SEZANNE;RUE SALVADOR ALLENDE;inconnue;inconnue
51535051300005;515350513;5;;Rue d’Orleans;51120;51535;Sézanne;;;753566.61;6845694.25;3.728002;48.709165;;;SEZANNE;RUE D ORLEANS;inconnue;inconnue
51535017000025;515350170;25;;Cour Collot;51120;51535;Sézanne;;;753254.81;6847389.75;3.723976;48.72444;;;SEZANNE;COUR COLLOT;inconnue;inconnue
51535068200012;515350682;12;;Sente des Sablons;51120;51535;Sézanne;;;752919.71;6846657.64;3.71933;48.717883;;;SEZANNE;SENTE DES SABLONS;inconnue;inconnue
51535062100019;515350621;19;;Impasse des Recollets;51120;51535;Sézanne;;;753639.97;6847088.65;3.729174;48.7217;;;SEZANNE;IMPASSE DES RECOLLETS;inconnue;inconnue
51535028700001;515350287;1;;Rue Guynemer;51120;51535;Sézanne;;;753951.03;6847062.84;3.733399;48.721442;;;SEZANNE;RUE GUYNEMER;inconnue;inconnue
51535020000001;515350200;1;;Rue du Docteur Faurichon;51120;51535;Sézanne;;;753120.69;6847045.4;3.72211;48.721354;;;SEZANNE;RUE DU DOCTEUR FAURICHON;inconnue;inconnue
51535_b066_00001;51535_B066;1;;Les Grandes Tuileries;51120;51535;Sézanne;;;751372.3;6847560.93;3.698406;48.726132;;;SEZANNE;LES GRANDES TUILERIES;inconnue;inconnue
51535028800001;515350288;1;;Place Guynemer;51120;51535;Sézanne;;;753953.47;6847093.55;3.733436;48.721718;;;SEZANNE;PLACE GUYNEMER;inconnue;inconnue
51535045700001;515350457;1;;Place Mermoz;51120;51535;Sézanne;;;753955.87;6847001.96;3.733457;48.720894;;;SEZANNE;PLACE MERMOZ;inconnue;inconnue
51535027800001;515350278;1;;Place des Droits de l’Homme;51120;51535;Sézanne;;;753941.29;6847200.85;3.733284;48.722684;;;SEZANNE;PLACE DES DROITS DE L HOMME;inconnue;inconnue
51535066000014;515350660;14;;Rue de Retortat;51120;51535;Sézanne;;;753843.56;6845538.04;3.731746;48.707737;;;SEZANNE;RUE DE RETORTAT;cadastre;inconnue
51535038000001;515350380;1;;Place de la Liberte;51120;51535;Sézanne;;;753278.68;6847418.33;3.724304;48.724695;;;SEZANNE;PLACE DE LA LIBERTE;inconnue;inconnue
51535018000001;515350180;1;;Mail des Cordeliers;51120;51535;Sézanne;;;753194.58;6847452.58;3.723165;48.72501;;;SEZANNE;MAIL DES CORDELIERS;inconnue;inconnue
51535016500001;515350165;1;;Ruelle du College;51120;51535;Sézanne;;;753120.49;6847140.24;3.722119;48.722207;;;SEZANNE;RUELLE DU COLLEGE;inconnue;inconnue
51535044600051;515350446;51;;Rue du Manege;51120;51535;Sézanne;;;753467.28;6846349.22;3.726734;48.715064;;;SEZANNE;RUE DU MANEGE;inconnue;inconnue
51535051200061;515350512;61;;Sentier des Nonottes;51120;51535;Sézanne;;;752823.99;6846973.21;3.718068;48.720729;;;SEZANNE;SENTIER DES NONOTTES;inconnue;inconnue
51535051400038;515350514;38;;Rue de l’Ormelot;51120;51535;Sézanne;;;754216.29;6846395.86;3.73692;48.715421;;;SEZANNE;RUE DE L ORMELOT;inconnue;
51535_a080_00045;51535_A080;45;;Rue du Petit Etang;51120;51535;Sézanne;;;754073.55;6846301.02;3.734968;48.71458;;;SEZANNE;RUE DU PETIT ETANG;inconnue;inconnue
51535004500017;515350045;17;;Rue Bleriot;51120;51535;Sézanne;;;753813.5;6847067.01;3.73153;48.721491;;;SEZANNE;RUE BLERIOT;inconnue;inconnue
51535028300047;515350283;47;;Rue des Grandes Tuileries;51120;51535;Sézanne;;;751865.77;6847384.41;3.705093;48.724505;;;SEZANNE;RUE DES GRANDES TUILERIES;inconnue;inconnue
51535079600001;515350796;1;;Cours d’Orleans;51120;51535;Sézanne;;;753090.53;6847351.11;3.721738;48.724106;;;SEZANNE;COURS D ORLEANS;inconnue;inconnue
51535023000044;515350230;44;;Route d’Epernay;51120;51535;Sézanne;;;753159.4;6847703.43;3.722718;48.727269;;;SEZANNE;ROUTE D EPERNAY;cadastre;cadastre
51535024700067;515350247;67;;Ruelle de Derriere le Fbg Gohier;51120;51535;Sézanne;;;752814.57;6847394.3;3.717992;48.724517;;;SEZANNE;RUELLE DE DERRIERE LE FBG GOHIER;cadastre;cadastre
51535028900001;515350289;1;;Allee Guynemer;51120;51535;Sézanne;;;753929.94;6847060.2;3.733112;48.72142;;;SEZANNE;ALLEE GUYNEMER;cadastre;cadastre
51535051100002;515350511;2;;Cheminement Rural Dit des Noyers;51120;51535;Sézanne;;;752918.69;6846535.33;3.719301;48.716783;;;SEZANNE;CHEMINEMENT RURAL DIT DES NOYERS;cadastre;cadastre
